cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
41.80,Medio nublado,6,Suroeste,238.02,20230415T12,20,334,16.1299,-97.6085,3,Oaxaca,Villa de Tututepec, 0.00, 0.00,29.60,35.61,22.62,12.86
52.50,Cielo nublado,6,Sur,169.29,20230415T12,20,335,17.4194,-96.3546,3,Oaxaca,San Pedro Yaneri,24.16,95.00,17.12,27.50,14.43, 6.82
 5.39,Despejado,6,Oeste,277.13,20230415T12,7,54,14.8630,-92.4495,3,Chiapas,Mazatán, 2.89,26.67,22.41,31.70,25.41,13.85
47.08,Medio nublado,6,Sur,162.44,20230415T12,20,336,17.5884,-96.5516,3,Oaxaca,San Pedro Yólox,22.45,95.00,18.00,28.34,15.63, 7.40
41.08,Medio nublado,6,Suroeste,224.86,20230415T12,20,337,17.0272,-96.0771,3,Oaxaca,San Pedro y San Pablo Ayutla,22.75,95.00,21.95,29.54,15.90, 7.26
53.46,Cielo nublado,6,Sur,188.49,20230415T12,20,339,17.5121,-97.4882,3,Oaxaca,San Pedro y San Pablo Teposcolula, 0.54,16.67,20.68,30.86,14.30, 5.73
27.94,Medio nublado,6,Sur,187.07,20230415T12,20,340,18.0607,-97.7178,3,Oaxaca,San Pedro y San Pablo Tequixtepec, 0.70,36.88,20.30,32.45,17.67, 9.77
32.03,Medio nublado,6,Sureste,142.07,20230415T12,20,344,16.2013,-96.8275,3,Oaxaca,San Sebastián Coatlán, 0.00, 0.00,16.09,33.80,20.90, 7.38
45.39,Medio nublado,6,Sur,183.43,20230415T12,20,345,16.5437,-98.1445,3,Oaxaca,San Sebastián Ixcapa, 0.00, 0.00,21.37,40.02,21.35, 8.53
 7.44,Despejado,6,Suroeste,243.97,20230415T12,7,55,14.8373,-92.1909,3,Chiapas,Metapa, 3.32,20.00,22.56,34.21,23.64, 9.63
36.01,Medio nublado,6,Sur,171.67,20230415T12,20,347,16.1828,-96.4641,3,Oaxaca,San Sebastián Río Hondo, 1.73,85.00,12.76,28.27,16.12, 5.75
48.15,Medio nublado,6,Sureste,153.18,20230415T12,20,348,17.3459,-98.0312,3,Oaxaca,San Sebastián Tecomaxtlahuaca, 0.00, 0.00,23.69,32.75,17.35, 7.43
33.62,Medio nublado,6,Sur,170.48,20230415T12,20,351,16.4074,-96.7197,3,Oaxaca,San Simón Almolongas, 0.56,20.00,21.92,30.69,17.54, 6.63
31.41,Medio nublado,6,Suroeste,210.80,20230415T12,20,352,17.8289,-98.0045,3,Oaxaca,San Simón Zahuatlán, 0.00, 0.00,19.28,35.82,19.70, 8.91
33.15,Medio nublado,6,Sureste,136.80,20230415T12,20,353,16.3406,-96.7176,3,Oaxaca,Santa Ana, 0.46,10.00,19.82,30.18,17.13, 6.80
41.83,Medio nublado,6,Sureste,157.16,20230415T12,20,355,17.9838,-96.7947,3,Oaxaca,Santa Ana Cuauhtémoc, 6.70,95.00,14.52,31.95,16.86, 6.40
34.51,Medio nublado,6,Sureste,133.69,20230415T12,7,56,16.8645,-92.6297,3,Chiapas,Mitontic, 1.22,95.00,14.84,25.30,12.70, 4.35
30.09,Medio nublado,6,Sur,193.39,20230415T12,20,357,16.6546,-95.9116,3,Oaxaca,Santa Ana Tavela, 3.46, 6.67,20.54,35.03,19.52, 6.10
38.13,Medio nublado,6,Suroeste,207.01,20230415T12,20,358,16.7440,-96.8371,3,Oaxaca,Santa Ana Tlapacoyan, 1.14,87.50,18.54,30.91,16.81, 6.35
61.36,Cielo nublado,6,Sureste,150.94,20230415T12,20,359,17.3978,-96.6108,3,Oaxaca,Santa Ana Yareni,15.57,95.00,17.23,26.61,13.40, 6.00
60.86,Cielo nublado,6,Sureste,153.25,20230415T12,20,363,17.2655,-96.5617,3,Oaxaca,Santa Catarina Ixtepeji,15.45,95.00,17.24,26.28,13.84, 5.58
34.66,Medio nublado,6,Sur,174.52,20230415T12,20,364,16.2370,-97.2925,3,Oaxaca,Santa Catarina Juquila, 0.01, 0.00,22.36,35.28,20.24, 8.00
61.55,Cielo nublado,6,Sur,160.75,20230415T12,20,365,17.2684,-96.4729,3,Oaxaca,Santa Catarina Lachatao,16.65,95.00,16.68,26.16,13.52, 5.36
25.22,Medio nublado,6,Sureste,154.32,20230415T12,7,57,15.3632,-92.2477,3,Chiapas,Motozintla,11.28,95.00,11.78,23.72,15.70, 5.93
33.32,Medio nublado,6,Sureste,131.83,20230415T12,20,366,16.0695,-96.7549,3,Oaxaca,Santa Catarina Loxicha, 0.16, 0.00,15.42,33.41,20.65, 5.95
42.25,Medio nublado,6,Suroeste,218.02,20230415T12,20,367,16.3344,-97.8360,3,Oaxaca,Santa Catarina Mechoacán, 0.00, 0.00,17.40,39.54,21.03, 7.82
54.23,Cielo nublado,6,Sur,168.44,20230415T12,20,370,17.3478,-97.5584,3,Oaxaca,Santa Catarina Tayata, 0.15, 0.00,18.66,30.67,14.47, 5.98
48.23,Medio nublado,6,Sur,187.84,20230415T12,20,373,18.0646,-97.6017,3,Oaxaca,Santa Catarina Zapoquila, 1.22,95.00,20.83,30.96,15.92, 7.88
51.14,Cielo nublado,6,Sureste,148.73,20230415T12,20,377,16.8749,-97.6606,3,Oaxaca,Santa Cruz Itundujia, 0.00, 0.00,15.05,36.37,19.34, 6.22
41.13,Medio nublado,6,Suroeste,208.05,20230415T12,20,378,16.7924,-96.8824,3,Oaxaca,Santa Cruz Mixtepec, 1.08,50.00,16.43,30.20,16.11, 6.15
57.19,Cielo nublado,6,Sur,165.85,20230415T12,20,379,17.1741,-97.7232,3,Oaxaca,Santa Cruz Nundaco, 0.00, 0.00,18.04,30.71,16.09, 7.04
34.70,Medio nublado,6,Sureste,149.08,20230415T12,20,384,16.3224,-96.6731,3,Oaxaca,Santa Cruz Xitla, 0.63,50.00,19.33,30.02,16.93, 6.69
 4.60,Despejado,6,Sureste,116.21,20230415T12,7,59,16.9080,-92.0958,3,Chiapas,Ocosingo, 0.53, 9.45,33.39,34.32,19.66, 5.20
40.55,Medio nublado,6,Sureste,155.13,20230415T12,20,386,16.5351,-97.4951,3,Oaxaca,Santa Cruz Zenzontepec, 0.00, 0.00,15.06,36.81,19.96, 6.28
46.42,Medio nublado,6,Sur,194.15,20230415T12,20,388,16.9258,-96.8617,3,Oaxaca,Santa Inés del Monte, 1.07,95.00,15.73,30.35,16.32, 6.10
35.23,Medio nublado,6,Sureste,130.74,20230415T12,20,391,16.1865,-96.6182,3,Oaxaca,Santa Lucía Miahuatlán, 0.46,50.00,15.32,30.48,17.77, 6.45
55.99,Cielo nublado,6,Sureste,154.07,20230415T12,20,392,16.9713,-97.6663,3,Oaxaca,Santa Lucía Monteverde, 0.00, 0.00,15.99,32.93,17.92, 6.61
41.74,Medio nublado,6,Sur,188.67,20230415T12,20,394,17.0921,-95.8546,3,Oaxaca,Santa María Alotepec,18.59,95.00,27.05,34.60,18.27, 6.65
48.77,Medio nublado,6,Sureste,115.46,20230415T12,20,395,17.6346,-97.1004,3,Oaxaca,Santa María Apazco, 5.37,95.00,17.59,32.38,15.78, 6.44
 1.77,Despejado,7,Sureste,156.00,20230415T12,2,3,32.5727,-116.6266,3,Baja California,Tecate, 0.00, 0.00,19.90,21.03, 9.28, 7.02
32.83,Medio nublado,6,Sur,180.44,20230415T12,7,60,17.2262,-93.1644,3,Chiapas,Ocotepec, 0.87,66.67,11.41,33.25,19.92, 4.69
56.72,Cielo nublado,6,Sur,172.09,20230415T12,20,397,17.2675,-97.6805,3,Oaxaca,Heroica Ciudad de Tlaxiaco, 0.11, 0.00,18.53,30.45,15.27, 7.39
36.14,Medio nublado,6,Suroeste,203.94,20230415T12,20,398,16.6857,-96.8431,3,Oaxaca,Ayoquezco de Aldama, 0.96,45.00,19.47,31.23,17.13, 6.45
41.72,Medio nublado,6,Sur,190.97,20230415T12,20,400,17.8996,-97.6934,3,Oaxaca,Santa María Camotlán, 0.47, 5.00,21.20,32.24,16.24, 8.81
31.05,Medio nublado,6,Suroeste,234.20,20230415T12,20,401,15.8978,-96.9386,3,Oaxaca,Santa María Colotepec, 0.00, 0.00,28.32,32.98,23.97,14.90
45.32,Medio nublado,6,Suroeste,233.59,20230415T12,20,402,16.4508,-98.2857,3,Oaxaca,Santa María Cortijo, 0.00, 0.00,23.97,37.31,22.29,11.32
49.74,Medio nublado,6,Sur,201.43,20230415T12,20,405,17.5883,-97.6319,3,Oaxaca,Villa de Chilapa de Díaz, 0.19, 0.00,21.10,31.83,15.04, 7.72
24.72,Poco nuboso,6,Suroeste,204.55,20230415T12,7,61,16.7615,-93.3757,3,Chiapas,Ocozocoautla de Espinosa, 2.33,50.56,22.68,36.33,20.37, 6.58
18.12,Poco nuboso,6,Sureste,157.40,20230415T12,20,406,18.2342,-96.8305,3,Oaxaca,Santa María Chilchotla, 4.86,95.00,20.32,33.82,20.61, 5.77
27.18,Medio nublado,6,Sur,171.89,20230415T12,20,407,16.9099,-94.6830,3,Oaxaca,Santa María Chimalapa, 3.68,67.50,40.80,36.34,20.24, 7.19
24.79,Poco nuboso,6,Sur,165.34,20230415T12,20,410,16.2842,-95.8811,3,Oaxaca,Santa María Ecatepec, 0.96,43.33,16.95,33.43,21.02, 6.79
49.09,Medio nublado,6,Sureste,151.73,20230415T12,20,412,16.7380,-95.3545,3,Oaxaca,Santa María Guienagati, 0.62, 0.00,19.28,34.17,21.77, 7.24
21.46,Poco nuboso,6,Suroeste,229.42,20230415T12,20,413,15.8361,-96.3221,3,Oaxaca,Santa María Huatulco, 0.53, 0.00,33.95,34.95,24.81,13.27
45.84,Medio nublado,6,Oeste,249.75,20230415T12,20,414,16.3022,-97.9129,3,Oaxaca,Santa María Huazolotitlán, 0.00, 0.00,27.11,36.48,22.46,12.83
45.13,Medio nublado,6,Sur,158.34,20230415T12,20,415,16.6362,-98.0338,3,Oaxaca,Santa María Ipalapa, 0.00, 0.00,18.92,39.65,20.50, 6.78
20.67,Poco nuboso,6,Sureste,149.14,20230415T12,7,62,17.4056,-93.3371,3,Chiapas,Ostuacán, 0.74,45.71,22.00,37.12,23.55, 5.71
47.16,Medio nublado,6,Este,112.11,20230415T12,20,416,17.8516,-97.1905,3,Oaxaca,Santa María Ixcatlán, 5.21,95.00,19.91,32.35,16.13, 6.78
26.72,Medio nublado,6,Sur,157.68,20230415T12,20,417,17.8601,-96.2113,3,Oaxaca,Santa Marí Jacatepec, 6.18,93.85,28.54,38.30,21.56, 6.07
36.16,Medio nublado,6,Sureste,125.91,20230415T12,20,418,16.4401,-95.4434,3,Oaxaca,Santa María Jalapa del Marqués, 1.85, 0.00,20.14,36.02,22.09, 7.75
63.47,Cielo nublado,6,Sur,161.92,20230415T12,20,419,17.3656,-96.5283,3,Oaxaca,Santa Marí Jaltianguis,20.41,95.00,15.34,26.26,13.04, 5.29
42.89,Medio nublado,6,Suroeste,206.59,20230415T12,20,420,16.7278,-97.0192,3,Oaxaca,Santa María Lachixío, 0.55, 0.00,16.59,29.53,15.31, 5.74
32.98,Medio nublado,6,Sur,166.40,20230415T12,20,421,16.3737,-95.2605,3,Oaxaca,Santa Marí Mixtequilla, 0.06, 0.00,23.78,34.09,24.14, 9.60
52.65,Cielo nublado,6,Sureste,133.92,20230415T12,20,422,17.6615,-97.3348,3,Oaxaca,Santa Marí Nativitas, 1.77,95.00,16.88,29.85,14.43, 5.64
53.91,Cielo nublado,6,Sur,179.20,20230415T12,20,423,17.4115,-97.4963,3,Oaxaca,Santa Marí Nduayaco, 0.31, 0.00,18.66,30.81,14.40, 5.96
26.90,Medio nublado,6,Sur,172.46,20230415T12,20,424,16.1308,-96.3701,3,Oaxaca,Santa Marí Ozolotepec, 1.31, 6.67,12.38,30.29,18.75, 5.76
43.22,Medio nublado,6,Sur,165.09,20230415T12,20,425,17.7842,-96.7974,3,Oaxaca,Santa Marí Pápalo,11.42,95.00,17.03,31.50,15.48, 6.10
32.71,Medio nublado,6,Sur,168.47,20230415T12,7,63,16.9355,-93.0913,3,Chiapas,Osumacinta, 1.10, 6.67,18.60,35.32,20.14, 5.06
57.47,Cielo nublado,6,Sur,168.62,20230415T12,20,426,17.0789,-97.0024,3,Oaxaca,Santa María Peñoles, 0.81,92.86,13.82,29.81,14.65, 4.49
37.82,Medio nublado,6,Sur,167.01,20230415T12,20,427,16.8224,-95.1200,3,Oaxaca,Santa Marí Petapa, 0.60, 0.00,37.07,34.61,22.71,13.93
27.31,Medio nublado,6,Sur,201.70,20230415T12,20,428,16.2772,-96.0520,3,Oaxaca,Santa Marí Quiegolani, 1.50,95.00,12.70,30.36,18.30, 5.98
36.12,Medio nublado,6,Sur,190.85,20230415T12,20,429,16.5667,-97.0132,3,Oaxaca,Santa Marí Sola, 0.24, 0.00,20.30,31.46,17.26, 6.10
41.25,Medio nublado,6,Sureste,124.67,20230415T12,20,431,17.9563,-97.0244,3,Oaxaca,Santa María Tecomavaca, 6.38,95.00,19.65,34.66,17.09, 6.29
44.69,Medio nublado,6,Suroeste,219.31,20230415T12,20,435,16.9975,-96.0101,3,Oaxaca,Santa María Tepantlali,20.25,95.00,22.10,31.38,16.46, 6.58
16.29,Poco nuboso,6,Sureste,131.70,20230415T12,7,64,16.7861,-92.3349,3,Chiapas,Oxchuc, 0.86, 7.78,26.00,27.02,14.06, 6.26
43.81,Medio nublado,6,Suroeste,209.12,20230415T12,20,437,17.0975,-96.0633,3,Oaxaca,Santa Marí Tlahuitoltepec,25.34,95.00,21.27,29.77,15.89, 7.10
29.26,Medio nublado,6,Oeste,254.98,20230415T12,20,439,15.7471,-96.5454,3,Oaxaca,Santa María Tonameca, 0.04, 0.00,28.58,33.81,24.27,14.92
38.19,Medio nublado,6,Sureste,144.15,20230415T12,20,440,16.6032,-95.6255,3,Oaxaca,Santa Marí Totolapilla, 1.88, 0.00,18.41,36.29,20.60, 6.31
32.65,Medio nublado,6,Sur,173.44,20230415T12,20,441,16.3603,-95.0199,3,Oaxaca,Santa Marí Xadani, 0.19, 0.00,30.74,30.78,27.12,14.90
55.15,Cielo nublado,6,Sur,175.85,20230415T12,20,443,17.2342,-96.4295,3,Oaxaca,Santa Marí Yavesía,20.46,95.00,17.69,26.66,14.02, 6.25
 0.94,Despejado,6,Este,108.81,20230415T12,7,65,17.5091,-91.9810,3,Chiapas,Palenque, 0.18, 0.00,42.93,37.58,23.50,10.59
57.04,Cielo nublado,6,Sureste,138.13,20230415T12,20,446,17.0182,-97.7695,3,Oaxaca,Santa Marí Yucuhiti, 0.00, 0.00,15.69,32.28,17.83, 6.52
45.92,Medio nublado,6,Sureste,143.43,20230415T12,20,447,16.7639,-97.9899,3,Oaxaca,Santa María Zacatepec, 0.00, 0.00,16.83,38.86,19.97, 6.09
43.02,Medio nublado,6,Sureste,156.87,20230415T12,20,448,16.6551,-97.3385,3,Oaxaca,Santa Marí Zaniza, 0.02, 0.00,15.73,34.04,18.35, 6.00
35.49,Medio nublado,6,Sur,193.74,20230415T12,20,449,16.5584,-96.3529,3,Oaxaca,Santa Marí Zoquitlán, 3.13,95.00,21.69,31.87,18.56, 6.03
44.91,Medio nublado,6,Sureste,149.04,20230415T12,20,450,16.6409,-97.4948,3,Oaxaca,Santiago Amoltepec, 0.00, 0.00,15.79,36.11,19.25, 6.03
49.71,Medio nublado,6,Sureste,116.55,20230415T12,20,451,17.6486,-97.1369,3,Oaxaca,Santiago Apoala, 4.16,95.00,18.53,31.44,15.35, 6.18
37.16,Medio nublado,6,Suroeste,207.00,20230415T12,20,452,16.8043,-96.7224,3,Oaxaca,Santiago Apóstol, 1.85,95.00,19.64,31.65,17.64, 6.58
22.92,Poco nuboso,6,Sur,164.91,20230415T12,20,453,15.9876,-95.6759,3,Oaxaca,Santiago Astata, 0.05, 0.00,26.75,31.53,25.47,12.08
43.17,Medio nublado,6,Sur,197.33,20230415T12,20,454,17.1040,-95.9458,3,Oaxaca,Santiago Atitlán,21.01,95.00,24.42,32.58,17.30, 6.75
25.00,Poco nuboso,6,Suroeste,215.36,20230415T12,20,455,17.9351,-97.9583,3,Oaxaca,Santiago Ayuquililla, 0.00, 0.00,18.15,35.59,20.25, 9.12
23.10,Poco nuboso,6,Sureste,119.01,20230415T12,7,66,17.0067,-92.4696,3,Chiapas,Pantelhó, 0.62,95.00,13.20,31.00,16.56, 5.02
38.15,Medio nublado,6,Sur,164.10,20230415T12,20,457,17.4463,-96.1847,3,Oaxaca,Santiago Camotlán,22.35,95.00,30.84,31.49,17.68, 9.10
40.81,Medio nublado,6,Sur,164.31,20230415T12,20,458,17.5641,-96.5478,3,Oaxaca,Santiago Comaltepec,23.49,95.00,23.13,29.80,17.34, 7.83
18.74,Poco nuboso,6,Sur,177.29,20230415T12,20,459,18.1888,-97.6805,3,Oaxaca,Santiago Chazumba, 0.53,30.00,23.00,32.55,18.24, 9.64
41.29,Medio nublado,6,Sur,169.37,20230415T12,20,460,17.3606,-95.9226,3,Oaxaca,Santiago Choápam,18.32,54.00,32.30,34.33,19.61, 7.94
41.95,Medio nublado,6,Sur,175.68,20230415T12,20,461,17.4560,-98.0885,3,Oaxaca,Santiago del Río, 0.00, 0.00,23.23,33.52,17.85, 8.46
42.21,Medio nublado,6,Sur,194.61,20230415T12,20,462,17.8266,-97.7318,3,Oaxaca,Santiago Huajolotitlán, 0.33, 0.00,21.49,32.96,16.15, 8.90
52.34,Cielo nublado,6,Sureste,127.24,20230415T12,20,463,17.4508,-97.0715,3,Oaxaca,Santiago Huauclilla, 4.02,95.00,15.43,31.21,15.24, 5.94
52.16,Cielo nublado,6,Sureste,152.37,20230415T12,20,464,17.8485,-97.4297,3,Oaxaca,Santiago Ihuitlán Plumas, 1.54,60.00,17.20,30.52,15.28, 7.16
38.52,Medio nublado,6,Sur,182.09,20230415T12,20,465,16.9348,-95.6231,3,Oaxaca,Santiago Ixcuintepec, 5.99,60.00,19.34,35.96,19.17, 6.20
35.55,Medio nublado,6,Sur,186.13,20230415T12,7,67,17.1881,-93.0495,3,Chiapas,Pantepec, 1.36,95.00,11.75,31.30,18.53, 4.58
43.00,Medio nublado,6,Sureste,156.83,20230415T12,20,466,16.5650,-97.6520,3,Oaxaca,Santiago Ixtayutla, 0.00, 0.00,16.42,38.03,20.03, 6.18
46.24,Medio nublado,6,Suroeste,241.99,20230415T12,20,467,16.2795,-97.8197,3,Oaxaca,Santiago Jamiltepec, 0.00, 0.00,29.53,36.59,22.53,13.14
34.14,Medio nublado,6,Sur,159.88,20230415T12,20,468,17.5884,-95.8737,3,Oaxaca,Santiago Jocotepec,10.18,95.00,32.29,37.12,21.21, 7.46
54.23,Cielo nublado,6,Sureste,133.40,20230415T12,20,469,17.3353,-98.0124,3,Oaxaca,Santiago Juxtlahuaca, 0.00, 0.00,18.37,33.84,18.02, 7.16
42.19,Medio nublado,6,Sur,167.09,20230415T12,20,470,16.6865,-95.5327,3,Oaxaca,Santiago Lachiguiri, 3.22, 8.57,18.63,35.69,20.00, 6.17
41.99,Medio nublado,6,Sureste,144.16,20230415T12,20,472,16.5849,-95.2046,3,Oaxaca,Santiago Laollaga, 0.16, 0.00,22.37,33.94,23.42, 9.30
48.77,Medio nublado,6,Sur,193.76,20230415T12,20,473,17.2198,-96.3134,3,Oaxaca,Santiago Laxopa,30.10,95.00,19.10,27.48,14.44, 6.86
45.24,Medio nublado,6,Sur,201.16,20230415T12,20,474,16.4894,-98.2897,3,Oaxaca,Santiago Llano Grande, 0.00, 0.00,22.66,39.88,21.76, 9.26
36.50,Medio nublado,6,Suroeste,208.29,20230415T12,20,475,16.8661,-96.3834,3,Oaxaca,Santiago Matatlán, 3.87,95.00,23.97,30.86,17.62, 7.35
23.28,Poco nuboso,6,Sureste,153.35,20230415T12,7,68,17.5086,-93.1178,3,Chiapas,Pichucalco, 0.55, 5.00,21.76,36.39,23.57, 5.50
30.16,Medio nublado,6,Sur,191.19,20230415T12,20,476,17.9847,-97.6893,3,Oaxaca,Santiago Miltepec, 0.42,13.33,21.89,32.88,17.34, 9.76
35.97,Medio nublado,6,Sur,157.50,20230415T12,20,477,16.4262,-97.2282,3,Oaxaca,Santiago Minas, 0.02, 0.00,14.44,34.33,18.86, 5.62
53.87,Cielo nublado,6,Sureste,133.88,20230415T12,20,478,17.5055,-96.9165,3,Oaxaca,Santiago Nacaltepec, 8.59,95.00,18.09,29.78,15.01, 6.90
55.93,Cielo nublado,6,Sur,183.09,20230415T12,20,480,17.3318,-97.6735,3,Oaxaca,Santiago Nundiche, 0.05, 0.00,18.72,30.33,14.74, 7.41
57.38,Cielo nublado,6,Sureste,144.25,20230415T12,20,481,17.0152,-97.7665,3,Oaxaca,Santiago Nuyoó, 0.00, 0.00,16.37,31.18,17.25, 6.79
45.13,Medio nublado,6,Suroeste,241.42,20230415T12,20,482,16.3390,-98.0503,3,Oaxaca,Santiago Pinotepa Nacional, 0.00, 0.00,26.29,36.16,22.24,12.21
55.70,Cielo nublado,6,Sureste,139.75,20230415T12,20,483,17.2471,-96.8737,3,Oaxaca,Santiago Suchilquitongo, 2.01,91.25,17.83,29.07,14.65, 5.88
22.03,Poco nuboso,6,Suroeste,220.45,20230415T12,20,484,17.6693,-98.2208,3,Oaxaca,Santiago Tamazola, 0.00, 0.00,24.20,36.44,20.37, 8.23
45.14,Medio nublado,6,Oeste,273.03,20230415T12,20,485,16.3410,-98.4475,3,Oaxaca,Santiago Tapextla, 0.00, 0.00,27.52,33.57,24.01,14.65
29.55,Medio nublado,6,Sur,189.92,20230415T12,7,69,15.6917,-93.2093,3,Chiapas,Pijijiapan, 0.79, 1.72,18.37,32.13,21.75, 8.96
52.86,Cielo nublado,6,Sur,175.65,20230415T12,20,486,17.6671,-97.4735,3,Oaxaca,Villa Tejúpam de la Unión, 1.09,10.00,17.43,30.64,14.51, 6.54
55.00,Cielo nublado,6,Sureste,141.10,20230415T12,20,487,17.3249,-97.0041,3,Oaxaca,Santiago Tenango, 2.65,95.00,20.09,30.04,14.81, 5.49
41.69,Medio nublado,6,Sur,193.11,20230415T12,20,489,16.3223,-97.7483,3,Oaxaca,Santiago Tetepec, 0.00, 0.00,16.53,39.01,20.93, 7.75
45.03,Medio nublado,6,Sureste,153.41,20230415T12,20,491,16.6927,-97.2603,3,Oaxaca,Santiago Textitlán, 0.09, 0.00,16.14,31.99,17.10, 6.59
50.89,Cielo nublado,6,Sur,164.82,20230415T12,20,492,17.2831,-97.3398,3,Oaxaca,Santiago Tilantongo, 0.29, 0.00,26.25,31.61,15.23, 7.87
57.07,Cielo nublado,6,Sur,174.83,20230415T12,20,494,17.0269,-96.9955,3,Oaxaca,Santiago Tlazoyaltepec, 0.79,85.00,12.20,29.58,14.86, 4.45
20.07,Poco nuboso,6,Sur,173.94,20230415T12,20,495,16.0095,-96.2249,3,Oaxaca,Santiago Xanica, 0.54, 0.00,15.78,32.81,21.43, 7.09
 2.93,Despejado,7,Oeste,253.25,20230415T12,2,4,32.5325,-117.0189,3,Baja California,Tijuana, 0.00, 0.00,15.40,19.32,10.52, 6.67
25.03,Medio nublado,6,Sur,171.33,20230415T12,7,70,15.4564,-92.2796,3,Chiapas,El Porvenir, 9.63,95.00, 9.73,21.93,13.74, 5.32
58.07,Cielo nublado,6,Sur,174.96,20230415T12,20,496,17.2931,-96.4316,3,Oaxaca,Santiago Xiacuí,24.70,95.00,16.47,26.93,13.68, 5.60
31.62,Medio nublado,6,Sur,161.93,20230415T12,20,498,17.3358,-95.7007,3,Oaxaca,Santiago Yaveo,10.18,30.00,41.75,39.52,22.46, 9.38
53.42,Cielo nublado,6,Sur,193.25,20230415T12,20,499,17.4709,-97.5698,3,Oaxaca,Santiago Yolomécatl, 0.18, 0.00,20.56,31.02,14.47, 6.39
52.33,Cielo nublado,6,Sureste,150.07,20230415T12,20,500,16.8734,-97.5766,3,Oaxaca,Santiago Yosondúa, 0.01, 0.00,17.71,33.34,17.79, 7.07
27.70,Medio nublado,6,Suroeste,213.34,20230415T12,20,501,17.6082,-98.1964,3,Oaxaca,Santiago Yucuyachi, 0.00, 0.00,23.39,35.90,19.58, 8.81
42.04,Medio nublado,6,Sur,186.18,20230415T12,20,502,17.1594,-95.9150,3,Oaxaca,Santiago Zacatepec,21.26,56.43,30.23,33.09,18.13, 7.31
61.52,Cielo nublado,6,Sureste,145.26,20230415T12,20,504,17.2913,-96.6200,3,Oaxaca,Nuevo Zoquiápam,11.92,95.00,16.93,26.42,13.58, 5.39
27.85,Medio nublado,6,Sureste,135.29,20230415T12,20,505,16.5885,-94.7686,3,Oaxaca,Santo Domingo Ingenio, 0.78, 0.00,24.06,34.78,24.18,10.67
12.18,Poco nuboso,6,Suroeste,233.05,20230415T12,7,71,15.2119,-92.5760,3,Chiapas,Villa Comaltitlán, 5.36,70.36,19.99,33.56,23.34,10.63
40.31,Medio nublado,6,Suroeste,222.19,20230415T12,20,506,17.0680,-96.2001,3,Oaxaca,Santo Domingo Albarradas,20.79,95.00,21.35,28.43,15.38, 7.52
44.98,Medio nublado,6,Oeste,264.68,20230415T12,20,507,16.3330,-98.3782,3,Oaxaca,Santo Domingo Armenta, 0.00, 0.00,26.78,34.24,23.21,13.95
29.16,Medio nublado,6,Suroeste,238.86,20230415T12,20,509,15.8330,-96.6681,3,Oaxaca,Santo Domingo de Morelos, 0.06, 0.00,25.03,34.80,23.45,11.47
56.39,Cielo nublado,6,Sur,157.82,20230415T12,20,511,17.2219,-97.1207,3,Oaxaca,Santo Domingo Nuxaá, 0.60,92.50,18.71,29.95,14.69, 5.27
31.41,Medio nublado,6,Sur,192.98,20230415T12,20,512,16.1509,-96.3104,3,Oaxaca,Santo Domingo Ozolotepec, 1.69,50.00,10.60,28.49,16.81, 5.28
46.40,Medio nublado,6,Sur,161.46,20230415T12,20,513,16.8207,-95.1404,3,Oaxaca,Santo Domingo Petapa, 0.45, 0.00,25.57,33.98,22.23, 9.67
42.88,Medio nublado,6,Sur,176.87,20230415T12,20,514,17.3376,-96.1146,3,Oaxaca,Santo Domingo Roayaga,22.56,95.00,26.16,29.94,15.75, 8.00
30.33,Medio nublado,6,Sur,175.08,20230415T12,20,515,16.3321,-95.2320,3,Oaxaca,Santo Domingo Tehuantepec, 1.18, 0.48,31.08,33.14,24.39,10.46
22.04,Poco nuboso,6,Sur,187.13,20230415T12,7,72,17.1576,-92.8973,3,Chiapas,Pueblo Nuevo Solistahuacán, 1.05,42.50,13.07,30.58,16.75, 5.00
39.78,Medio nublado,6,Sur,169.52,20230415T12,20,516,16.5894,-97.2262,3,Oaxaca,Santo Domingo Teojomulco, 0.05, 0.00,15.74,33.97,18.50, 5.98
41.68,Medio nublado,6,Suroeste,223.52,20230415T12,20,517,16.9569,-96.0554,3,Oaxaca,Santo Domingo Tepuxtepec,17.29,95.00,22.66,31.81,17.12, 6.97
34.90,Medio nublado,6,Suroeste,207.78,20230415T12,20,520,17.6746,-97.9639,3,Oaxaca,Santo Domingo Tonalá, 0.00, 0.00,20.18,35.19,18.63, 9.57
41.59,Medio nublado,6,Suroeste,214.84,20230415T12,20,522,17.1555,-96.2680,3,Oaxaca,Santo Domingo Xagacía,22.32,95.00,20.14,28.08,15.05, 7.45
51.07,Cielo nublado,6,Sureste,149.67,20230415T12,20,523,17.5280,-97.3423,3,Oaxaca,Santo Domingo Yanhuitlán, 0.87,95.00,16.18,30.52,14.30, 5.07
22.90,Poco nuboso,6,Sureste,148.99,20230415T12,20,525,16.4828,-94.3539,3,Oaxaca,Santo Domingo Zanatepec, 1.36, 5.00,18.43,34.94,24.40, 7.84
30.76,Medio nublado,6,Sur,185.14,20230415T12,7,73,17.2005,-93.0112,3,Chiapas,Rayón, 1.15,90.00,12.10,30.61,17.33, 4.76
